,Simulation_0,Simulation_1,Simulation_2,Simulation_3,Simulation_4,Simulation_5,Simulation_6,Simulation_7,Simulation_8,Simulation_9,Simulation_10,Simulation_11,Simulation_12,Simulation_13,Simulation_14,Simulation_15,Simulation_16,Simulation_17,Simulation_18,Simulation_19,Simulation_20,Simulation_21,Simulation_22,Simulation_23,Simulation_24,Simulation_25,Simulation_26,Simulation_27,Simulation_28,Simulation_29,Simulation_30,Simulation_31,Simulation_32,Simulation_33,Simulation_34,Simulation_35,Simulation_36,Simulation_37,Simulation_38,Simulation_39,Simulation_40,Simulation_41,Simulation_42,Simulation_43,Simulation_44,Simulation_45,Simulation_46,Simulation_47,Simulation_48,Simulation_49,Simulation_50,Simulation_51,Simulation_52,Simulation_53,Simulation_54,Simulation_55,Simulation_56,Simulation_57,Simulation_58,Simulation_59,Simulation_60,Simulation_61,Simulation_62,Simulation_63,Simulation_64,Simulation_65,Simulation_66,Simulation_67,Simulation_68,Simulation_69,Simulation_70,Simulation_71,Simulation_72,Simulation_73,Simulation_74,Simulation_75,Simulation_76,Simulation_77,Simulation_78,Simulation_79,Simulation_80,Simulation_81,Simulation_82,Simulation_83,Simulation_84,Simulation_85,Simulation_86,Simulation_87,Simulation_88,Simulation_89,Simulation_90,Simulation_91,Simulation_92,Simulation_93,Simulation_94,Simulation_95,Simulation_96,Simulation_97,Simulation_98,Simulation_99
0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0
1,9994.019999999999,9992.95,9989.05,9996.22,9985.36,10000.89,9986.310000000001,9997.079999999998,10000.77,9991.0,10006.18,9992.460000000001,9976.07,9980.66,9994.48,10001.08,9989.12,9993.92,9990.199999999999,9994.32,9993.84,10004.5,9991.34,9993.66,9994.18,9990.560000000001,9986.339999999998,9985.990000000002,9988.24,9988.39,9996.390000000001,9996.38,9989.820000000002,9991.04,9993.82,9994.87,9991.79,9993.61,9990.93,9979.09,9983.54,9985.58,9994.720000000001,9993.32,9995.560000000001,9986.539999999999,9990.89,9996.380000000001,9991.230000000001,9989.150000000001,9993.19,10002.720000000001,9996.51,9991.369999999999,9991.66,10007.06,9989.699999999999,9992.24,9999.22,9984.68,9997.84,9991.7,9994.44,9993.98,9997.470000000001,9999.800000000001,9986.65,9997.22,9979.1,9996.96,9989.199999999999,9993.949999999999,9995.51,9992.5,9981.76,9995.9,9993.98,9984.48,9986.18,9994.789999999999,9963.76,9993.37,9985.119999999999,9994.93,9991.3,9993.7,9973.05,9995.220000000001,9977.870000000003,9990.22,9993.91,9994.910000000002,10002.64,9992.880000000001,9991.570000000002,9977.02,9990.349999999999,9995.82,9982.22,10009.41
2,9990.16,9986.95,9989.159999999998,10000.859999999999,9977.130000000001,9988.89,9980.1,9993.959999999997,9997.660000000002,9994.99,10001.080000000002,9985.09,9986.710000000001,9982.29,9980.57,9986.880000000001,9990.34,9989.52,9995.66,9989.73,9990.970000000001,9994.37,9984.1,9989.800000000001,9981.1,9993.44,9983.529999999999,9977.45,9967.400000000001,9978.09,9980.52,9988.53,9985.53,9972.68,9984.14,9991.190000000002,9989.3,9988.92,9975.29,9973.52,9970.34,9971.57,9986.550000000001,10001.75,9999.33,9981.16,9989.93,9988.800000000001,9986.320000000002,9981.490000000002,9985.560000000001,10004.220000000001,9990.990000000002,9997.119999999999,9992.63,9997.699999999999,9978.22,9985.96,9994.3,9962.4,9997.140000000001,9988.010000000002,9979.25,9990.68,9994.310000000001,9991.5,9980.050000000001,9984.439999999999,9975.380000000001,9986.699999999999,9986.05,9985.84,9990.04,9991.270000000002,9977.630000000001,9990.500000000002,9977.33,9971.31,9971.73,9988.289999999999,9964.890000000001,9976.900000000001,9973.529999999999,9985.33,9984.949999999999,9978.61,9972.169999999998,9986.710000000001,9974.220000000001,9984.39,9986.869999999999,9982.300000000001,10004.73,9980.570000000002,9985.420000000002,9965.68,9987.31,9982.57,9975.49,10000.07
3,9987.859999999999,9982.03,9993.429999999998,10005.009999999998,9973.690000000002,9994.019999999999,9981.54,9996.019999999997,9999.260000000002,9998.49,10002.03,9980.45,9979.480000000001,9981.02,9980.6,9982.8,9993.89,9990.17,10001.63,9990.22,9994.490000000002,10000.03,9977.03,9991.11,9980.54,9987.26,9981.849999999999,9973.02,9968.000000000002,9980.29,9977.17,9985.41,9990.000000000002,9973.12,9985.380000000001,9993.900000000001,9990.49,9990.88,9978.960000000001,9952.69,9972.52,9980.630000000001,9989.560000000001,9999.28,9994.300000000001,9990.689999999999,9999.140000000001,9989.77,9984.840000000002,9985.11,9986.720000000001,9999.810000000001,9994.880000000001,10003.579999999998,9993.63,10002.699999999999,9972.09,9985.619999999999,9988.170000000002,9964.82,9994.59,9996.440000000002,9979.01,9997.09,9993.490000000002,9995.12,9980.1,9976.07,9984.630000000001,9982.439999999999,9989.739999999998,9984.88,9991.520000000002,9982.940000000002,9973.7,9991.720000000001,9974.68,9975.199999999999,9975.93,9987.91,9954.810000000001,9976.800000000001,9973.789999999999,9989.38,9988.239999999998,9979.42,9964.64,9992.09,9959.590000000002,9990.130000000001,9990.189999999999,9980.630000000001,10004.87,9981.0,9986.4,9961.480000000001,9992.23,9981.61,9977.76,10000.25
4,9989.349999999999,9990.31,10016.039999999999,10020.609999999997,9986.980000000001,9993.21,9993.440000000002,10009.619999999997,10015.630000000001,10003.46,9991.04,9965.15,9991.54,10014.93,9965.76,9973.619999999999,9994.71,9994.73,10010.13,9985.06,9998.400000000001,9988.37,9984.3,9981.16,9979.27,9991.07,9986.449999999999,9974.350000000002,9976.990000000002,9981.02,9976.19,9988.84,10009.070000000002,9974.230000000001,9995.119999999999,9994.350000000002,10012.83,9988.08,9975.26,9965.04,9975.810000000001,9993.64,9989.490000000002,10008.7,9966.01,9990.22,10018.45,9984.02,9999.150000000001,9981.690000000002,9986.57,10017.880000000001,9986.94,9997.05,9999.52,9996.41,9976.52,9981.349999999999,9984.84,9940.18,10017.25,10014.270000000002,9982.529999999999,10000.54,9991.54,10003.510000000002,9982.18,9983.519999999999,9985.02,9983.939999999999,9991.169999999998,9985.39,9997.560000000001,10000.050000000003,9974.450000000003,9987.93,9966.56,9972.029999999999,9985.54,9991.95,9973.730000000001,9976.230000000001,9973.739999999998,9978.289999999999,9996.039999999997,9958.7,9975.949999999999,9991.03,9958.6,9991.02,9989.43,9988.77,10020.11,9981.84,9991.09,9966.580000000002,10001.339999999998,9981.25,9980.920000000002,9974.150000000001
5,9993.24,9980.99,9998.179999999998,10006.529999999999,9965.080000000002,9980.039999999999,9974.960000000003,9994.929999999998,9994.520000000002,10009.94,9987.470000000001,9961.11,9986.580000000002,9995.330000000002,9950.11,9959.73,9996.029999999999,9985.0,9989.81,9988.99,9993.140000000001,10038.560000000001,9975.68,9976.720000000001,9969.21,9993.39,9981.609999999999,9972.010000000002,9970.510000000002,9959.59,9967.2,9984.65,9994.380000000001,9951.93,9990.349999999999,9996.570000000002,10008.27,9977.57,9981.130000000001,9950.6,9973.390000000001,9968.689999999999,9991.070000000002,10018.25,9948.39,9979.8,10003.34,9977.39,10008.730000000001,9977.330000000002,9980.73,9986.930000000002,9979.75,10010.749999999998,9994.869999999999,9996.739999999998,9964.080000000002,9975.649999999998,9977.31,9937.77,10004.51,9999.640000000003,9969.98,9991.88,9996.460000000001,9994.45,9970.57,9978.82,9981.380000000001,9971.789999999997,9984.309999999998,9981.529999999999,9997.500000000002,9991.760000000002,9968.050000000003,9980.080000000002,9954.699999999999,9957.03,9969.970000000001,10014.91,9963.090000000002,9968.830000000002,9964.069999999998,9971.939999999999,9989.799999999997,9966.04,9981.439999999999,9984.820000000002,9951.300000000001,9982.130000000001,9967.14,9989.23,10016.470000000001,9967.82,9979.800000000001,9963.87,9994.489999999998,9969.070000000002,9968.27,9971.44
6,9998.669999999998,9969.92,9992.169999999998,10011.949999999997,9959.910000000002,9994.25,9956.370000000003,10045.759999999998,9987.370000000003,9999.189999999999,10004.62,9955.98,9985.970000000001,9985.300000000001,9967.77,9966.18,9979.16,9987.149999999998,9987.84,10005.93,9984.890000000001,10092.820000000002,9979.87,9997.03,10004.849999999999,9995.75,9980.499999999998,9984.0,9978.530000000002,9961.600000000002,9966.32,9997.32,10019.070000000002,9953.710000000001,10004.539999999999,10011.210000000003,10010.82,9964.28,10006.53,9950.27,9974.33,9977.7,9980.980000000001,10040.080000000002,9950.17,10029.109999999999,10008.640000000001,9981.58,10004.070000000002,9985.910000000002,10007.8,9978.010000000002,9996.970000000001,10006.859999999997,9989.88,10003.189999999999,9969.52,9972.519999999999,9964.75,9934.21,9999.48,10025.310000000003,9981.98,9991.02,9989.990000000002,10002.82,9977.09,9998.93,9976.01,9964.029999999999,9987.019999999997,9981.589999999998,9987.190000000002,9982.770000000002,9963.250000000004,9977.970000000001,9959.759999999998,9959.27,9984.6,10066.08,9952.620000000003,9968.11,9967.019999999997,9973.32,10001.309999999998,9964.51,10042.96,9983.210000000001,9950.670000000002,9978.900000000001,9969.61,9997.2,10009.18,9974.130000000001,9982.12,9955.010000000002,10016.919999999998,9972.330000000002,9968.100000000002,9980.740000000002
7,10001.06,9980.9,10012.81,10014.729999999998,9939.52,9999.839999999998,9946.550000000003,10031.529999999999,9953.110000000002,9998.26,10014.380000000001,9947.95,9988.220000000001,9977.350000000002,9986.810000000001,9949.75,9994.43,9971.739999999998,9979.58,9990.56,9984.510000000002,10162.92,10012.170000000002,10039.77,10041.71,10013.22,9990.31,9979.210000000001,9980.610000000002,9971.400000000001,9970.48,9997.529999999999,10001.670000000002,9960.470000000001,9997.56,10014.86,10018.630000000001,9970.37,10004.51,9971.1,9954.560000000001,9971.29,9974.620000000003,10051.5,9940.41,10068.93,9992.51,9989.94,9996.340000000002,9967.030000000002,10020.65,9963.620000000003,9992.25,10002.039999999997,9970.689999999999,10034.189999999999,9963.73,9965.91,9994.16,9944.65,10009.01,10006.140000000003,9983.21,9988.9,10003.87,10006.0,9957.83,10026.82,9984.210000000001,9976.919999999998,9997.389999999998,9979.179999999998,9987.140000000001,9980.430000000002,9971.160000000003,9983.75,9954.329999999998,9957.46,9996.61,10121.93,9965.100000000002,9964.880000000001,9950.139999999998,9977.3,10003.739999999998,9982.27,10103.64,9978.54,9931.7,9975.09,9982.8,9997.619999999999,10013.720000000001,9985.480000000001,9969.09,9949.12,10007.72,9964.730000000001,9973.400000000001,9999.940000000002
8,9991.869999999999,9977.06,9920.319999999998,9979.879999999997,9957.84,9964.569999999998,9943.460000000003,10029.619999999999,9972.270000000002,9995.24,10039.44,9935.550000000001,9994.360000000002,9946.79,9997.86,9948.25,9992.89,9976.169999999998,9961.29,9985.77,9985.820000000003,10073.820000000002,9986.600000000002,9976.19,10079.189999999999,9930.85,9985.539999999999,9922.970000000001,9973.880000000003,9976.78,9935.84,9966.039999999999,10007.5,9978.600000000002,10002.91,10024.290000000003,10008.8,9958.91,9961.740000000002,9873.66,9966.84,9980.18,9944.78,10072.310000000001,9900.489999999998,10002.849999999999,9968.28,9962.720000000001,9980.920000000002,9971.100000000002,10027.44,9945.500000000002,10003.32,9945.3,9956.289999999999,10051.179999999998,9921.720000000001,9953.65,9938.08,9960.89,10003.119999999999,9986.400000000003,9987.46,9964.61,9980.04,10018.85,9959.06,9956.729999999998,9936.6,9974.569999999998,9977.959999999997,9989.399999999998,10001.820000000002,9935.220000000001,9950.800000000003,9980.84,9962.829999999998,9972.210000000001,9986.93,10049.400000000001,9933.470000000001,9972.030000000002,9947.659999999998,9969.34,10012.71,9993.64,9988.74,9973.34,9890.320000000002,9969.03,9988.039999999999,10004.26,9998.800000000001,9980.970000000001,9950.11,9951.25,9988.25,9967.000000000002,9957.2,10033.780000000002
9,9994.98,9974.98,9861.539999999999,9971.089999999997,9923.990000000002,9941.479999999998,9899.600000000002,10002.859999999997,9948.820000000003,9975.04,10015.04,9879.260000000002,9966.970000000001,9908.350000000002,9966.250000000002,9932.64,9958.17,9958.519999999999,9948.01,9967.41,9973.740000000002,10073.710000000001,9971.86,9984.699999999999,10048.39,9899.38,9979.25,9915.660000000002,9945.630000000001,9963.11,9870.95,9956.22,9956.080000000002,9880.29,9957.079999999998,10030.500000000004,10018.74,9956.51,9895.07,9858.080000000002,9918.33,9938.69,9903.740000000002,10053.000000000002,9853.599999999999,9959.5,9909.91,9940.84,9949.260000000002,9917.86,10005.76,9884.000000000002,9992.710000000001,9878.499999999998,9953.339999999998,10023.119999999999,9924.18,9922.96,9903.490000000002,9941.41,9975.619999999999,9950.140000000003,9947.8,9946.039999999999,9954.420000000002,10002.000000000002,9890.7,9915.019999999999,9899.0,9938.909999999998,9949.169999999998,9951.819999999998,10005.2,9929.590000000002,9947.480000000003,9969.490000000002,9962.13,9937.74,9956.98,9981.39,9857.350000000002,9950.910000000002,9895.379999999997,9960.880000000001,9978.859999999999,9980.91,9958.72,9954.529999999999,9870.460000000003,9947.28,9923.189999999999,9983.36,9958.740000000002,9922.330000000002,9942.1,9900.73,9990.88,9934.990000000002,9886.570000000002,10008.440000000002
