,Simulation_0,Simulation_1,Simulation_2,Simulation_3,Simulation_4,Simulation_5,Simulation_6,Simulation_7,Simulation_8,Simulation_9,Simulation_10,Simulation_11,Simulation_12,Simulation_13,Simulation_14,Simulation_15,Simulation_16,Simulation_17,Simulation_18,Simulation_19,Simulation_20,Simulation_21,Simulation_22,Simulation_23,Simulation_24,Simulation_25,Simulation_26,Simulation_27,Simulation_28,Simulation_29,Simulation_30,Simulation_31,Simulation_32,Simulation_33,Simulation_34,Simulation_35,Simulation_36,Simulation_37,Simulation_38,Simulation_39,Simulation_40,Simulation_41,Simulation_42,Simulation_43,Simulation_44,Simulation_45,Simulation_46,Simulation_47,Simulation_48,Simulation_49,Simulation_50,Simulation_51,Simulation_52,Simulation_53,Simulation_54,Simulation_55,Simulation_56,Simulation_57,Simulation_58,Simulation_59,Simulation_60,Simulation_61,Simulation_62,Simulation_63,Simulation_64,Simulation_65,Simulation_66,Simulation_67,Simulation_68,Simulation_69,Simulation_70,Simulation_71,Simulation_72,Simulation_73,Simulation_74,Simulation_75,Simulation_76,Simulation_77,Simulation_78,Simulation_79,Simulation_80,Simulation_81,Simulation_82,Simulation_83,Simulation_84,Simulation_85,Simulation_86,Simulation_87,Simulation_88,Simulation_89,Simulation_90,Simulation_91,Simulation_92,Simulation_93,Simulation_94,Simulation_95,Simulation_96,Simulation_97,Simulation_98,Simulation_99
0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0
1,9994.720000000001,9992.48,9995.05,9993.43,9987.34,9976.93,9993.41,9986.679999999998,9983.68,9995.86,9996.5,10001.76,9993.460000000001,9992.57,9992.21,9986.880000000001,9994.669999999998,9988.87,9986.359999999999,9990.66,9980.740000000002,9991.580000000002,10000.42,9976.88,9995.55,9994.43,9988.399999999998,10006.51,9994.33,9995.19,9992.630000000001,9997.05,9998.830000000002,9995.16,9994.399999999998,9982.15,9989.730000000001,9990.37,9994.539999999999,9989.2,9984.05,9995.39,9984.75,9985.78,9991.12,9985.8,9993.659999999998,9996.54,9991.78,9994.52,9984.27,9984.82,9984.92,9991.83,9980.3,9989.56,9993.34,9980.54,9982.19,9993.759999999998,9992.169999999998,9958.240000000002,9991.25,9990.529999999999,10014.980000000001,9987.61,9996.54,9997.19,10003.66,9968.54,9994.01,9988.980000000001,9998.050000000001,9993.45,9984.970000000001,9995.82,9990.48,9979.2,9999.669999999998,9981.49,9993.57,9993.88,9990.51,9992.28,9993.029999999999,9976.519999999999,9983.560000000001,9991.830000000002,9989.0,9990.55,9996.53,9994.2,10003.630000000001,9993.179999999998,9991.96,9998.580000000002,9993.640000000001,9989.27,9997.22,10009.81
2,9992.01,9986.48,9991.66,9987.68,9987.59,9972.68,9983.5,9986.709999999997,9968.64,9991.730000000001,9988.58,9992.329999999998,9985.060000000001,9991.12,9982.74,9988.060000000001,9990.39,9982.330000000002,9983.489999999998,9975.64,9971.45,9984.990000000002,9995.220000000001,9972.689999999999,9987.41,9991.07,9974.119999999999,9995.18,9990.27,9990.56,9990.29,9988.08,9994.44,9994.82,9989.909999999998,9977.84,9988.95,9986.62,9990.63,9983.94,9978.8,9995.07,9980.56,9972.16,9989.900000000001,9977.06,9988.89,9981.900000000001,9984.130000000001,9977.56,9980.27,9981.970000000001,9979.619999999999,9985.97,9962.67,9984.970000000001,9987.81,9978.220000000001,9975.039999999999,9989.179999999998,9971.439999999999,9963.890000000001,9981.18,10004.63,9991.6,9990.5,9989.19,9997.179999999998,10005.99,9994.21,9990.64,9976.12,10000.53,9984.96,9981.570000000002,9993.15,9980.17,9981.900000000001,9999.149999999998,9970.25,9984.82,9984.9,9983.55,9977.5,9986.88,9965.76,9977.480000000001,9978.52,9982.59,9992.42,9987.550000000001,9980.349999999999,10000.19,9992.77,9992.48,9990.37,9984.67,9990.85,10001.88,9991.84
3,9990.03,9978.759999999998,10000.26,9989.990000000002,9995.55,9972.800000000001,9984.19,9988.819999999998,9975.17,9982.26,9977.720000000001,9993.689999999999,9986.64,9986.810000000001,9980.5,9986.7,9993.279999999999,9985.37,9986.039999999997,9977.3,9971.32,9985.300000000003,10003.47,9960.349999999999,9987.920000000002,9991.919999999998,9988.579999999998,9996.51,9991.880000000001,9986.69,9992.25,9982.779999999999,9994.95,9997.569999999998,9989.159999999998,9992.850000000002,9989.390000000001,9990.85,9997.289999999999,9980.830000000002,9976.21,9997.619999999999,9976.4,9970.660000000002,9990.380000000001,9979.95,9988.85,9984.19,9987.610000000002,9977.62,9973.28,9977.52,9989.39,9986.03,9980.779999999999,9990.17,9992.19,9984.43,9977.55,9980.22,9968.64,9975.37,9980.560000000001,9980.939999999999,9990.8,9994.650000000001,9990.310000000001,10003.31,10009.0,9965.810000000001,9990.89,9977.550000000001,9996.78,9976.880000000001,9987.880000000001,9992.61,9980.470000000001,9974.2,10002.419999999998,9974.82,9976.54,9987.75,9982.27,9987.150000000001,9988.62,9965.31,9979.830000000002,9980.520000000002,9975.16,9995.98,9991.62,9979.66,10005.48,9997.099999999999,9994.89,9996.500000000002,9990.130000000001,9998.85,9978.13,9985.6
4,9990.800000000001,9943.619999999999,10002.1,9964.34,10009.74,9977.560000000001,9983.78,9986.91,9970.85,9985.970000000001,9981.390000000001,10022.64,9932.26,9986.490000000002,9963.88,9996.5,9992.18,9996.310000000001,9996.149999999998,9980.55,9966.75,9982.29,10016.14,9967.919999999998,9968.810000000001,9971.869999999999,9963.289999999999,9991.689999999999,10000.11,9991.52,9987.55,9993.349999999999,9993.279999999999,10001.909999999998,9994.229999999998,9991.100000000002,9987.240000000002,9997.99,10007.54,9980.440000000002,9989.359999999999,9997.149999999998,9987.22,9979.880000000001,10001.58,9997.560000000001,9998.369999999999,9975.93,9989.450000000003,9975.710000000001,9983.59,9988.010000000002,9988.36,9984.17,9945.3,9956.05,10008.509999999998,10002.640000000001,9975.43,9977.419999999998,9979.929999999998,9996.640000000001,9982.630000000001,9989.5,9968.4,10002.560000000001,9991.810000000001,10006.61,10018.880000000001,9992.69,10000.16,9980.870000000003,9990.11,9967.490000000002,9994.530000000002,9989.3,9970.970000000001,9983.230000000001,10021.679999999998,9982.0,9988.6,9979.920000000002,9996.58,9966.050000000001,9993.570000000002,9969.63,9983.700000000003,9987.650000000001,9975.52,10013.82,9993.15,9984.269999999999,9990.08,9982.16,10010.64,10002.250000000002,9988.36,10000.05,9973.89,9969.880000000001
5,9988.130000000001,9946.52,9988.720000000001,9950.36,9994.74,9973.45,9972.22,9981.469999999998,9954.31,9973.650000000001,9968.78,10000.64,9921.32,9983.79,9949.109999999999,9996.550000000001,9980.58,9982.990000000002,9986.359999999997,9956.739999999998,9960.89,9972.440000000002,10009.55,9943.949999999999,9966.130000000001,9967.46,9959.8,9996.029999999999,9990.220000000001,9969.689999999999,9979.21,10003.56,9995.29,10000.819999999998,9986.769999999999,9980.220000000001,9979.910000000002,9985.43,10004.91,9962.820000000002,9979.289999999999,9999.72,9972.96,9967.480000000001,9998.03,9979.07,9997.9,9966.510000000002,9981.810000000001,9965.900000000001,9964.170000000002,10010.190000000002,9979.92,9963.720000000001,9940.27,9932.41,9971.320000000002,9993.600000000002,9957.75,9968.21,9969.329999999998,9982.810000000001,9971.710000000003,9993.33,9942.52,9997.99,9979.37,10005.1,10020.890000000001,9990.2,9965.029999999999,9976.650000000001,9991.29,9968.84,9992.250000000002,9992.7,9951.78,10037.76,10000.179999999998,9973.01,9979.51,9968.04,9982.54,9966.85,9979.09,9951.89,9982.790000000003,9986.970000000001,9967.03,9990.349999999999,9977.66,9982.329999999998,9994.44,9965.619999999999,10000.039999999999,10005.020000000002,9983.82,10002.0,9972.529999999999,9954.07
6,9985.29,9940.72,9997.11,9954.060000000001,10002.25,9991.840000000002,9973.71,9966.66,9973.99,10006.02,9966.85,9999.66,9928.329999999998,10041.91,9965.829999999998,10067.710000000003,9973.08,9988.18,9992.289999999997,9961.13,9951.76,9962.29,10020.84,9938.989999999998,9973.940000000002,9966.439999999999,9983.039999999999,10000.529999999999,9985.560000000001,9960.33,9967.83,10030.06,10003.029999999999,10007.139999999998,9988.359999999999,9970.550000000001,9983.690000000002,10000.58,10053.5,9964.010000000002,10015.47,9997.859999999999,9969.859999999999,9965.860000000002,10005.060000000001,9979.29,9990.81,9957.830000000002,9981.830000000002,9963.220000000001,9960.630000000001,10046.830000000002,9992.94,9984.75,9947.550000000001,9952.83,10075.349999999999,9996.59,9951.54,9969.509999999998,9989.079999999998,9982.850000000002,9970.54,9989.55,9930.11,10012.95,9970.750000000002,10005.150000000001,10010.440000000002,9980.220000000001,9949.829999999998,9980.000000000002,9996.84,10006.18,9985.800000000003,9994.53,9977.5,10093.54,9993.33,9966.25,9968.039999999999,9967.210000000001,9973.45,10008.7,9970.690000000002,9950.26,9986.970000000001,9977.890000000001,9960.68,10031.689999999999,10029.010000000002,9977.269999999999,9991.05,9961.57,9996.829999999998,10012.060000000001,9981.820000000002,10032.59,9964.58,9953.3
7,9978.66,9943.2,9977.86,9957.820000000002,10032.05,9983.2,9981.05,9968.199999999999,9982.95,10019.31,9975.57,10000.699999999999,9958.3,10073.61,9959.369999999999,10072.470000000001,9983.66,9975.720000000001,9970.339999999998,9970.38,9961.23,9961.2,10026.3,9911.249999999998,9959.480000000001,9953.98,10006.27,10023.9,9986.53,9947.33,9960.24,10048.259999999998,10023.93,10023.569999999998,9971.809999999998,9964.210000000001,10026.680000000002,9992.41,10059.650000000001,9990.110000000002,10043.119999999999,9994.05,9966.39,9974.210000000003,10001.810000000001,9961.1,9986.82,9962.430000000002,10002.220000000001,9964.390000000001,9940.750000000002,10083.7,9981.27,10010.43,9983.380000000001,9941.82,10175.359999999999,10010.120000000003,9953.29,9966.73,9994.559999999998,9974.720000000001,9972.980000000001,9996.35,9941.23,9995.74,9965.93,10000.16,10013.16,9979.300000000001,9941.0,9995.420000000002,10001.02,10033.42,9979.95,9991.8,9952.71,10157.87,9990.5,9968.7,9957.25,9971.2,9965.96,10084.58,9966.87,9922.87,9972.400000000001,9986.150000000001,9970.24,10023.219999999998,10052.380000000001,9978.539999999999,9995.34,9952.05,10004.789999999999,10019.900000000001,9987.470000000001,10061.510000000002,9967.83,9964.100000000002
8,9960.830000000002,9938.59,9942.060000000001,9919.710000000001,9971.69,9980.060000000001,9979.09,9953.33,9991.66,9939.400000000001,9875.900000000001,9999.07,9967.169999999998,9989.000000000002,9917.289999999999,10075.980000000001,9964.61,9970.03,9929.559999999998,9971.04,9948.119999999999,9907.75,9985.34,9859.239999999998,9945.690000000002,9938.019999999999,10047.75,10040.279999999999,9990.6,9946.349999999999,9947.88,10006.809999999998,10032.880000000001,9984.669999999998,9936.21,9966.670000000002,9983.950000000003,10014.41,10077.95,9976.860000000002,9994.14,9981.73,9941.8,9977.800000000003,9978.080000000002,9964.92,9981.46,9969.820000000003,9918.000000000002,9929.670000000002,9901.400000000001,10016.380000000001,9971.29,10007.25,10016.390000000001,9885.51,10137.14,9980.730000000001,9911.64,9961.509999999998,9990.649999999998,9938.330000000002,9969.760000000002,9947.64,9980.150000000001,9998.07,9965.57,9979.58,10002.980000000001,9939.710000000001,9905.77,9969.520000000002,10001.730000000001,9968.060000000001,9982.970000000001,9991.17,9962.82,10053.380000000001,9985.61,9945.1,9954.849999999999,9931.390000000001,9968.83,10112.2,9969.25,9918.810000000001,9976.320000000003,9980.190000000002,9987.830000000002,10015.369999999999,10013.91,9953.279999999999,10027.26,9949.91,10005.689999999999,10023.560000000001,9982.91,10006.51,9898.98,9961.04
9,9928.990000000002,9896.23,9893.51,9856.77,9950.41,9965.580000000002,9963.81,9936.55,9990.83,9926.39,9857.77,9981.699999999999,9897.88,9994.880000000001,9855.55,10034.700000000003,9960.960000000001,9923.93,9902.569999999998,9933.27,9925.849999999999,9905.860000000002,9964.85,9842.059999999998,9913.240000000002,9916.819999999998,10054.179999999998,10013.24,9980.550000000001,9916.61,9932.419999999998,9951.239999999998,10025.150000000001,9934.759999999998,9904.979999999998,9919.02,9971.270000000002,9967.54,10030.37,9938.820000000003,9949.51,9964.94,9915.89,9958.410000000003,9924.91,9915.64,9953.369999999999,9958.190000000002,9904.450000000003,9907.78,9883.650000000001,10009.010000000002,9965.26,9974.18,10028.6,9820.230000000001,10113.789999999999,9991.140000000001,9872.79,9897.449999999999,9953.949999999999,9902.77,9924.29,9934.2,9962.25,9975.33,9952.01,9977.470000000001,9985.93,9923.260000000002,9880.529999999999,9898.670000000002,9971.590000000002,9946.480000000001,9980.430000000002,9986.189999999999,9931.27,10049.320000000002,9952.699999999999,9952.82,9931.149999999998,9903.44,9991.08,10073.670000000002,9959.87,9889.1,9946.730000000003,9950.77,9963.210000000001,9997.569999999998,9984.17,9883.689999999999,10065.39,9901.830000000002,9986.27,9960.820000000002,9953.28,9951.95,9856.85,9936.070000000002
