Date,AdjClose,Close,High,Low,Open,Volume,RSI,%K,%R,EMA_fast,EMA_slow,MACD,Signal_Line,ROC,Direction,OBV,Ticker,Sector
2010-02-17,5.049651145935059,6.190000057220459,6.230000019073486,6.126667022705078,6.203332901000977,7142700,52.709357696664554,50.0,-50.0,6.152856185222017,6.266918035476533,-0.1140618502545161,-0.1359499459526926,-8.250990579686484,1,22725000,NDAQ,Financial Services
2010-02-18,5.060527324676514,6.203332901000977,6.216667175292969,6.0966668128967285,6.0966668128967285,6653100,54.6365816844196,52.85704067765437,-47.14295932234563,6.160621833803395,6.262208025515381,-0.10158619171198602,-0.1290771951045513,-8.325132556614957,1,29378100,NDAQ,Financial Services
2010-02-19,5.0659661293029785,6.210000038146973,6.243332862854004,6.163332939147949,6.199999809265137,6201900,58.51063182203825,54.285714285714285,-45.714285714285715,6.168218480625484,6.258340767191795,-0.09012228656631116,-0.12128621339690326,-8.181362922902476,1,35580000,NDAQ,Financial Services
2010-02-22,5.038774013519287,6.176667213439941,6.216667175292969,6.170000076293945,6.199999809265137,3662400,51.60352881855978,47.14295932234563,-52.85704067765437,6.169518285673862,6.252290874321288,-0.08277258864742532,-0.11358348844700768,-7.4425469564331355,-1,31917600,NDAQ,Financial Services
2010-02-23,5.014300346374512,6.146667003631592,6.21999979019165,6.130000114440918,6.199999809265137,6428400,47.91668972798992,40.71433680402996,-59.28566319597004,6.166002703821205,6.244466883899829,-0.07846418007862432,-0.10655962677333101,-8.84823382379916,-1,25489200,NDAQ,Financial Services
2010-02-24,5.05780839920044,6.199999809265137,6.236667156219482,6.119999885559082,6.1666669845581055,6550500,42.43421408649799,67.59243683565681,-32.40756316434319,6.1712330277356555,6.241173026519482,-0.06993999878382606,-0.09923570117543004,-8.28402959550385,1,32039700,NDAQ,Financial Services
2010-02-25,5.076841831207275,6.22333288192749,6.233333110809326,6.093332767486572,6.099999904632568,5906400,56.43151852157432,74.0738435047518,-25.926156495248186,6.179248389919015,6.239851534327482,-0.060603144408466925,-0.09150918982203743,-6.322128951465189,1,37946100,NDAQ,Financial Services
2010-02-26,5.0659661293029785,6.210000038146973,6.256667137145996,6.153333187103272,6.210000038146973,5703000,45.771121971633114,70.37027716149541,-29.629722838504584,6.183979412723316,6.2376403123881845,-0.053660899664868644,-0.08393953179060368,-7.405569893849227,-1,32243100,NDAQ,Financial Services
2010-03-01,5.112192153930664,6.266666889190674,6.269999980926514,6.190000057220459,6.233333110809326,5836500,76.22384058260974,98.93624630387441,-1.063753696125593,6.196700562949063,6.2397904291883695,-0.04308986623930622,-0.07576959868034419,-7.160490530508536,1,38079600,NDAQ,Financial Services
2010-03-02,5.234559059143066,6.4166669845581055,6.480000019073486,6.316667079925537,6.320000171661377,10055100,80.34687912151519,87.89814024304128,-12.101859756958714,6.2305415508889155,6.252892396252794,-0.02235084536387877,-0.06508584801705111,-4.513881177143519,1,48134700,NDAQ,Financial Services
