Date,AdjClose,Close,High,Low,Open,Volume,RSI,%K,%R,EMA_fast,EMA_slow,MACD,Signal_Line,ROC,Direction,OBV,Ticker,Sector
2010-02-17,32.725738525390625,58.61600112915039,59.667999267578125,58.41400146484375,59.64799880981445,2089500,49.259917083972134,79.7956324212585,-20.204367578741493,58.09741344222182,60.196405397523904,-2.0989919553020826,-2.580572640786351,-14.40670658538539,-1,-16825500,CME,Financial Services
2010-02-18,32.570526123046875,58.3380012512207,58.87200164794922,58.10200119018555,58.53200149536133,2511000,50.71933696261345,79.23029107163975,-20.769708928360245,58.13442695129857,60.05874583113108,-1.924318879832505,-2.449321888595582,-14.742935261870322,-1,-19336500,CME,Financial Services
2010-02-19,32.58281326293945,58.36000061035156,59.698001861572266,57.900001525878906,58.06600189208984,5206000,53.17440864639001,79.56626171921197,-20.433738280788035,58.16913059115288,59.93291285181408,-1.763782260661202,-2.312213963008706,-14.1284801213303,1,-14130500,CME,Financial Services
2010-02-22,32.05131149291992,57.40800094604492,58.61000061035156,57.16999816894531,57.88399887084961,4063500,47.347719458932445,65.0274771208475,-34.97252287915252,58.05203372267473,59.74588234027563,-1.6938486176008993,-2.1885408939271445,-15.633537674103101,-1,-18194000,CME,Financial Services
2010-02-23,30.88220596313477,55.31399917602539,57.86399841308594,55.20800018310547,57.48799896240234,4706500,40.46746219666367,33.048221429532674,-66.95177857046733,57.63079763857483,59.41759469847932,-1.7867970599044867,-2.1081921271226127,-20.826175952642366,-1,-22900500,CME,Financial Services
2010-02-24,32.44547271728516,58.11399841308594,58.25600051879883,55.63800048828125,55.854000091552734,6629500,49.231377314050164,75.80935602810106,-24.190643971898943,57.70513621926885,59.321032010672404,-1.6158957914035526,-2.0097328599788007,-16.80171842148752,1,-16271000,CME,Financial Services
2010-02-25,32.989253997802734,59.0880012512207,59.13999938964844,57.36399841308594,57.40999984741211,5392000,65.90051866976896,88.90504749984042,-11.09495250015958,57.91788468572298,59.30377047293524,-1.3858857872122599,-1.8849634454254927,-13.656949929992718,1,-10879000,CME,Financial Services
2010-02-26,33.68714141845703,60.3380012512207,60.3380012512207,58.77199935913086,59.13199996948242,5462000,63.57022247355063,100.0,-0.0,58.29021031118417,59.380380160215644,-1.0901698490314757,-1.7260047261466893,-12.10267462244524,1,-5417000,CME,Financial Services
2010-03-01,33.61344528198242,60.20600128173828,60.59799957275391,59.5,60.40399932861328,3462000,63.454805671138665,92.759545900364,-7.240454099635994,58.58494738357711,59.44153728032843,-0.8565898967513235,-1.552121760267616,-11.915138806427802,-1,-8879000,CME,Financial Services
2010-03-02,34.55474853515625,61.891998291015625,62.5359992980957,60.01599884033203,60.34999847412109,4407500,65.90028056304637,91.24046650128703,-8.759533498712964,59.09372444625996,59.623052910749706,-0.529328464489744,-1.347563101112042,-8.237456880481563,1,-4471500,CME,Financial Services
2010-03-03,34.152774810791016,61.172000885009766,62.22800064086914,60.4739990234375,61.97999954223633,3644000,68.58078912035202,81.3864822896099,-18.613517710390106,59.4134592829907,59.737789797731935,-0.3243305147412343,-1.1429165838378805,-9.559714297574134,-1,-8115500,CME,Financial Services
2010-03-04,34.338134765625,61.50400161743164,61.84199905395508,60.4379997253418,61.34999847412109,3022500,65.51486690869477,85.91706051720179,-14.082939482798201,59.73508118059699,59.868620302894875,-0.13353912229788278,-0.941041091529881,-6.809296351998557,1,-5093000,CME,Financial Services
2010-03-05,34.62955856323242,62.0260009765625,62.37799835205078,61.66600036621094,62.0,2115500,63.81961056996716,93.04041507742619,-6.959584922573818,60.0875303799763,60.02842627872211,0.05910410125419219,-0.7410120529730665,-0.28615136199548585,1,-2977500,CME,Financial Services
2010-03-08,35.09468078613281,62.6259994506836,62.79999923706055,61.119998931884766,62.04399871826172,5004500,62.12811319487392,97.7081163322024,-2.291883667797617,60.47806408316204,60.22083910627481,0.2572249768872297,-0.5413646470010073,0.32038055801056115,1,2027000,CME,Financial Services
2010-03-09,34.535423278808594,61.62799835205078,62.20000076293945,61.24399948120117,62.141998291015625,5859500,61.27244740013755,84.56268399560446,-15.437316004395546,60.65497704760646,60.32507312448044,0.32990392312601813,-0.3671109329756022,0.3746042976885474,-1,-3832500,CME,Financial Services
2010-03-10,34.50852584838867,61.58000183105469,61.821998596191406,61.02799987792969,61.507999420166016,3362500,62.34578141628477,83.9304852735684,-16.069514726431606,60.79728855275234,60.418030806448904,0.37925774630343767,-0.2178371971197942,7.582110456542075,-1,-7195000,CME,Financial Services
2010-03-11,35.11149597167969,62.65599822998047,62.65599822998047,61.18399810791016,61.38999938964844,2841000,65.14382580182922,98.10325309504536,-1.896746904954635,61.083243887710516,60.58380617115495,0.499437716555569,-0.07438221438472158,6.438346461678157,1,-4354000,CME,Financial Services
2010-03-12,35.239280700683594,62.88399887084961,63.59000015258789,62.66400146484375,63.18999862670898,2536500,70.34175854821483,91.57717389276159,-8.422826107238413,61.360283115885764,60.75419081557677,0.606092300308994,0.06171268855402154,8.230349355801236,1,-1817500,CME,Financial Services
2010-03-15,35.20900344848633,62.83000183105469,62.9119987487793,61.91999816894531,62.57600021362305,2474000,82.90723026267658,90.4426766396315,-9.557323360368498,61.58639368745021,60.907954594501064,0.678439092949148,0.1850579694330468,9.52863044623793,-1,-4291500,CME,Financial Services
2010-03-16,35.22917556762695,62.86600112915039,63.198001861572266,62.39599990844727,62.93399810791016,2152000,77.44922579948566,88.37136490271178,-11.628635097288234,61.7832563707887,61.05299507854916,0.7302612922395397,0.29409863399434544,7.935584247508648,1,-2139500,CME,Financial Services
2010-03-17,35.416343688964844,63.20000076293945,63.5099983215332,62.900001525878906,63.39599990844727,1783000,75.6487520831925,91.90536892027775,-8.09463107972225,62.0012170465042,61.212032536652146,0.7891845098520562,0.3931158091658876,7.772590642809228,1,-356500,CME,Financial Services
2010-03-18,34.843631744384766,62.178001403808594,63.31800079345703,62.01399993896485,63.31800079345703,2612000,61.81307256708428,65.47680449630609,-34.52319550369391,62.02841463993565,61.28358578607114,0.7448288538645045,0.463458418105611,6.429085724386005,-1,-2968500,CME,Financial Services
2010-03-19,34.92769241333008,62.32799911499024,62.99800109863281,61.92399978637695,62.99599838256836,3966500,63.59212839229612,64.68940754806015,-35.31059245193987,62.07450455917482,61.36094973636145,0.7135548228133715,0.5134776990471631,15.726534845783066,1,998000,CME,Financial Services
