Date,AdjClose,Close,High,Low,Open,Volume,RSI,%K,%R,EMA_fast,EMA_slow,MACD,Signal_Line,ROC,Direction,OBV,Ticker,Sector
2010-02-17,1.6920000314712524,1.6920000314712524,1.6920000314712524,1.6469999551773071,1.6549999713897705,1847000,33.771105137474265,45.194812754713105,-54.8051872452869,1.6806313581396304,1.732569786192279,-0.0519384280526487,-0.052294522150723936,-5.99999576144737,1,-26580000,FTNT,Technology
2010-02-18,1.7330000400543213,1.7330000400543213,1.7359999418258667,1.6859999895095823,1.6950000524520874,1409000,45.19427951247529,66.1538467181504,-33.8461532818496,1.6886880784341982,1.7326016568487266,-0.043913578414528365,-0.05061833340348482,-5.763999312877414,1,-25171000,FTNT,Technology
2010-02-19,1.7330000400543213,1.7330000400543213,1.7480000257492063,1.725000023841858,1.7330000400543213,1663000,51.157406513133175,83.65761047038043,-16.34238952961957,1.6955053032988325,1.7326311667158076,-0.0371258634169751,-0.047919839406182885,-10.716122942918096,0,-25171000,FTNT,Technology
2010-02-22,1.6970000267028809,1.6970000267028809,1.7359999418258667,1.690000057220459,1.7330000400543213,1734000,44.618836298107695,70.19608759779253,-29.803912402207477,1.695735260745609,1.7299918230111464,-0.034256562265537305,-0.04518718397805377,-12.750643653533592,-1,-26905000,FTNT,Technology
2010-02-23,1.6679999828338623,1.6679999828338623,1.7000000476837158,1.6519999504089355,1.690999984741211,1278000,44.92098551351747,65.21737552996305,-34.78262447003694,1.6914682949130326,1.725399834849866,-0.0339315399368334,-0.042936055169809695,-17.056188420633937,-1,-28183000,FTNT,Technology
2010-02-24,1.656999945640564,1.656999945640564,1.7070000171661377,1.6510000228881836,1.6829999685287476,2555000,51.68829721189681,60.43475105992604,-39.56524894007396,1.6861654719480375,1.7203331763899177,-0.03416770444188022,-0.041182385024223805,-17.356615907096433,-1,-30738000,FTNT,Technology
2010-02-25,1.6759999990463257,1.6759999990463257,1.684000015258789,1.6030000448226929,1.6440000534057615,1933000,66.0605900784686,68.69564315997891,-31.30435684002108,1.6846015530400817,1.7170492373274293,-0.03244768428734757,-0.03943544487684856,-15.310761876278345,1,-28805000,FTNT,Technology
2010-02-26,1.718000054359436,1.718000054359436,1.7300000190734863,1.649999976158142,1.680999994277954,2109000,70.08085984881959,85.84907092671169,-14.150929073288316,1.68973978401229,1.717119668218689,-0.02737988420639903,-0.03702433274275865,-11.625511867149832,1,-26696000,FTNT,Technology
2010-03-01,1.7990000247955322,1.7990000247955322,1.812000036239624,1.7029999494552612,1.7319999933242798,3470000,74.24593229522631,93.77989857513522,-6.220101424864778,1.7065490518250965,1.7231848798169738,-0.01663582799187724,-0.03294663179258237,-9.597989136978661,1,-23226000,FTNT,Technology
2010-03-02,1.746000051498413,1.746000051498413,1.825000047683716,1.7269999980926514,1.7999999523162842,2792000,60.48192715710604,64.41441659135533,-35.58558340864467,1.7126184363902222,1.7248748925341173,-0.012256456143895145,-0.028808596662844927,-11.054508461187286,-1,-26018000,FTNT,Technology
2010-03-03,1.7089999914169312,1.7089999914169312,1.7510000467300415,1.7029999494552612,1.75,1564000,52.705881362968306,47.74772307574994,-52.25227692425006,1.7120617525481774,1.7236989739328443,-0.01163722138466694,-0.02537432160720933,-13.686869951817773,-1,-27582000,FTNT,Technology
2010-03-04,1.687000036239624,1.687000036239624,1.7389999628067017,1.6699999570846558,1.718999981880188,2034000,52.33644521416718,37.83783348395584,-62.16216651604416,1.7082061038853231,1.720980534103717,-0.012774430218393862,-0.022854343329446237,-11.490030419633582,-1,-29616000,FTNT,Technology
2010-03-05,1.7050000429153442,1.7050000429153442,1.7389999628067017,1.694000005722046,1.7020000219345093,3857000,56.14850099198145,45.94594449465191,-54.05405550534809,1.7077128637360957,1.7197967940156893,-0.012083930279593647,-0.02070026071947572,-7.286565780645852,1,-25759000,FTNT,Technology
2010-03-08,1.7239999771118164,1.7239999771118164,1.7300000190734863,1.7100000381469729,1.7100000381469729,3159000,58.12916867340008,54.50447330168375,-45.495526698316255,1.7102185734862063,1.7201081409116987,-0.009889567425492407,-0.018538122060679056,-3.5794189560506533,1,-22600000,FTNT,Technology
2010-03-09,1.7009999752044678,1.7009999752044678,1.7640000581741333,1.7009999752044678,1.7130000591278076,3533000,51.04407672429554,44.14411221567641,-55.855887784323585,1.708800327596708,1.7186927212296816,-0.009892393632973562,-0.01680897637513796,-5.552472176280423,-1,-26133000,FTNT,Technology
