Date,Close
2010-01-04,17.670000076293945
2010-01-05,17.459999084472656
2010-01-06,17.540000915527344
2010-01-07,17.56999969482422
2010-01-08,17.540000915527344
2010-01-11,17.040000915527344
2010-01-12,16.989999771118164
2010-01-13,17.149999618530273
2010-01-14,17.770000457763672
2010-01-15,17.040000915527344
2010-01-19,17.18000030517578
2010-01-20,16.989999771118164
2010-01-21,16.889999389648438
2010-01-22,15.6899995803833
2010-01-25,15.789999961853027
2010-01-26,15.649999618530273
2010-01-27,15.800000190734863
2010-01-28,14.970000267028809
2010-01-29,14.479999542236328
2010-02-01,15.369999885559082
2010-02-02,15.479999542236328
2010-02-03,15.569999694824219
2010-02-04,14.380000114440918
2010-02-05,14.359999656677246
2010-02-08,14.1899995803833
2010-02-09,14.260000228881836
2010-02-10,14.630000114440918
2010-02-11,14.800000190734863
2010-02-12,14.739999771118164
2010-02-16,15.260000228881836
2010-02-17,15.289999961853027
2010-02-18,15.359999656677246
2010-02-19,15.15999984741211
2010-02-22,15.270000457763672
2010-02-23,14.930000305175781
2010-02-24,15.279999732971191
2010-02-25,15.010000228881836
2010-02-26,15.170000076293945
2010-03-01,15.569999694824219
2010-03-02,16.190000534057617
2010-03-03,16.450000762939453
2010-03-04,16.6299991607666
2010-03-05,16.719999313354492
2010-03-08,16.950000762939453
2010-03-09,17.059999465942383
2010-03-10,17.540000915527344
2010-03-11,17.5
2010-03-12,17.6200008392334
2010-03-15,17.3700008392334
2010-03-16,17.719999313354492
2010-03-17,17.899999618530273
2010-03-18,17.729999542236328
2010-03-19,17.34000015258789
2010-03-22,17.770000457763672
2010-03-23,18.360000610351562
2010-03-24,16.530000686645508
2010-03-25,16.440000534057617
2010-03-26,16.3700008392334
2010-03-29,16.3700008392334
2010-03-30,16.510000228881836
2010-03-31,16.190000534057617
2010-04-01,16.270000457763672
2010-04-05,16.670000076293945
2010-04-06,16.84000015258789
2010-04-07,16.760000228881836
2010-04-08,16.729999542236328
2010-04-09,16.799999237060547
2010-04-12,17.030000686645508
2010-04-13,16.770000457763672
2010-04-14,16.760000228881836
2010-04-15,16.719999313354492
2010-04-16,16.450000762939453
2010-04-19,15.989999771118164
2010-04-20,16.3799991607666
2010-04-21,16.739999771118164
2010-04-22,16.899999618530273
2010-04-23,17.020000457763672
2010-04-26,16.790000915527344
2010-04-27,15.920000076293945
2010-04-28,16.040000915527344
2010-04-29,16.219999313354492
2010-04-30,15.319999694824219
2010-05-03,15.640000343322754
2010-05-04,15.210000038146973
2010-05-05,15.430000305175781
2010-05-06,14.649999618530273
2010-05-07,14.09000015258789
2010-05-10,15.399999618530273
2010-05-11,15.25
2010-05-12,15.470000267028809
2010-05-13,14.9399995803833
2010-05-14,14.119999885559082
2010-05-17,14.180000305175781
2010-05-18,13.6899995803833
2010-05-19,13.600000381469727
2010-05-20,12.859999656677246
2010-05-21,13.149999618530273
2010-05-24,12.930000305175781
2010-05-25,13.029999732971191
2010-05-26,12.90999984741211
2010-05-27,13.979999542236328
2010-05-28,13.6899995803833
2010-06-01,12.90999984741211
2010-06-02,13.630000114440918
2010-06-03,13.75
2010-06-04,12.65999984741211
2010-06-07,12.069999694824219
2010-06-08,11.949999809265137
2010-06-09,12.510000228881836
2010-06-10,12.890000343322754
2010-06-11,13.09000015258789
2010-06-14,13.1899995803833
2010-06-15,13.619999885559082
2010-06-16,13.789999961853027
2010-06-17,13.869999885559082
2010-06-18,13.960000038146973
2010-06-21,13.75
2010-06-22,13.59000015258789
2010-06-23,15.029999732971191
2010-06-24,14.40999984741211
2010-06-25,14.399999618530273
2010-06-28,14.220000267028809
2010-06-29,13.649999618530273
2010-06-30,13.300000190734863
2010-07-01,13.130000114440918
2010-07-02,13.020000457763672
2010-07-06,12.880000114440918
2010-07-07,13.5
2010-07-08,13.710000038146973
2010-07-09,13.970000267028809
2010-07-12,14.079999923706055
2010-07-13,14.710000038146973
2010-07-14,15.020000457763672
2010-07-15,15.25
2010-07-16,14.789999961853027
2010-07-19,14.930000305175781
2010-07-20,15.039999961853027
2010-07-21,14.600000381469727
2010-07-22,15.09000015258789
2010-07-23,15.3100004196167
2010-07-26,15.760000228881836
2010-07-27,15.229999542236328
2010-07-28,15.0
2010-07-29,14.729999542236328
2010-07-30,14.510000228881836
2010-08-02,14.9399995803833
2010-08-03,14.670000076293945
2010-08-04,14.899999618530273
2010-08-05,14.229999542236328
2010-08-06,13.289999961853027
2010-08-09,13.630000114440918
2010-08-10,12.949999809265137
2010-08-11,12.380000114440918
2010-08-12,11.710000038146973
2010-08-13,11.550000190734863
2010-08-16,11.460000038146973
2010-08-17,11.760000228881836
2010-08-18,12.039999961853027
2010-08-19,11.5600004196167
2010-08-20,11.170000076293945
