Date,Close
2010-01-04,74.04315948486328
2010-01-05,74.42655181884766
2010-01-06,74.04315948486328
2010-01-07,77.87710571289062
2010-01-08,79.55445861816406
2010-01-11,80.32125091552734
2010-01-12,80.36917877197266
2010-01-13,80.65672302246094
2010-01-14,80.03370666503906
2010-01-15,78.78767395019531
2010-01-19,79.26691436767578
2010-01-20,79.0752182006836
2010-01-21,76.77484893798828
2010-01-22,77.20616912841797
2010-01-25,78.45220184326172
2010-01-26,78.35635375976562
2010-01-27,78.11672973632812
2010-01-28,77.44578552246094
2010-01-29,77.06239318847656
2010-02-01,77.87710571289062
2010-02-02,80.75257110595703
2010-02-03,79.93785858154297
2010-02-04,76.87069702148438
2010-02-05,75.6725845336914
2010-02-08,74.76202392578125
2010-02-09,74.76202392578125
2010-02-10,75.19334411621094
2010-02-11,75.57673645019531
2010-02-12,74.52239990234375
2010-02-16,76.87069702148438
2010-02-17,77.39786529541016
2010-02-18,77.82918548583984
2010-02-19,77.49371337890625
2010-02-22,77.87710571289062
2010-02-23,76.43937683105469
2010-02-24,77.25408935546875
2010-02-25,76.29560089111328
2010-02-26,76.96654510498047
2010-03-01,76.19975280761719
2010-03-02,76.19975280761719
2010-03-03,76.82276916503906
2010-03-04,77.20616912841797
2010-03-05,78.35635375976562
2010-03-08,77.97295379638672
2010-03-09,79.02729034423828
2010-03-10,79.12313842773438
2010-03-11,78.9793701171875
2010-03-12,81.66313171386719
2010-03-15,82.86124420166016
2010-03-16,86.5993423461914
2010-03-17,86.45556640625
2010-03-18,87.1744384765625
2010-03-19,86.5993423461914
2010-03-22,86.5993423461914
2010-03-23,87.84537506103516
2010-03-24,88.42047119140625
2010-03-25,87.70160675048828
2010-03-26,87.89330291748047
2010-03-29,88.18084716796875
2010-03-30,87.70160675048828
2010-03-31,87.22235870361328
2010-04-01,87.84537506103516
2010-04-05,88.80386352539062
2010-04-06,89.13933563232422
2010-04-07,88.66009521484375
2010-04-08,88.94763946533203
2010-04-09,88.75594329833984
2010-04-12,89.66650390625
2010-04-13,90.81668853759766
2010-04-14,92.7336654663086
2010-04-15,93.45252990722656
2010-04-16,90.91253662109375
2010-04-19,90.76876068115234
2010-04-20,91.05631256103516
2010-04-21,91.20008087158203
2010-04-22,90.81668853759766
2010-04-23,91.39178466796875
2010-04-26,92.4940414428711
2010-04-27,89.61857604980469
2010-04-28,90.81668853759766
2010-04-29,93.40460205078125
2010-04-30,90.38536834716797
2010-05-03,92.3023452758789
2010-05-04,89.04348754882812
2010-05-05,86.74311828613281
2010-05-06,82.95709228515625
