date,signal,prediction,actual,ticker
2024-01-02,hold,82.210945,83.27999877929688,AFL
2024-01-03,hold,82.43076,83.19000244140625,AFL
2024-01-04,hold,82.63086,82.30000305175781,AFL
2024-01-05,hold,82.74968,82.72000122070312,AFL
2024-01-08,hold,82.95007,82.87000274658203,AFL
2024-01-09,hold,83.10602,80.55000305175781,AFL
2024-01-10,hold,83.120125,82.63999938964844,AFL
2024-01-11,hold,83.12331,82.69000244140625,AFL
2024-01-12,hold,83.13352,82.73999786376953,AFL
2024-01-16,hold,83.149994,82.52999877929688,AFL
2024-01-17,hold,83.1453,82.83000183105469,AFL
2024-01-18,hold,83.11074,83.61000061035156,AFL
2024-01-19,hold,83.14247,84.37000274658203,AFL
2024-01-22,hold,83.31141,84.5,AFL
2024-01-23,hold,83.50664,84.63999938964844,AFL
2024-01-24,hold,83.73066,85.0,AFL
2024-01-25,hold,84.13371,84.88999938964844,AFL
2024-01-26,hold,84.39088,85.30999755859375,AFL
2024-01-29,hold,84.65896,84.58999633789062,AFL
