date,signal,prediction,actual,ticker
2024-01-02,hold,271.66635,275.32000732421875,HCA
2024-01-03,hold,272.00336,272.0799865722656,HCA
2024-01-04,hold,272.7573,273.1000061035156,HCA
2024-01-05,hold,273.2862,275.8399963378906,HCA
2024-01-08,hold,274.3858,281.489990234375,HCA
2024-01-09,hold,275.32852,279.3299865722656,HCA
2024-01-10,hold,276.4566,282.5,HCA
2024-01-11,hold,277.5908,282.5299987792969,HCA
2024-01-12,hold,278.95477,282.19000244140625,HCA
2024-01-16,hold,280.41455,280.82000732421875,HCA
2024-01-17,hold,281.75784,277.8800048828125,HCA
2024-01-18,hold,282.45868,284.82000732421875,HCA
2024-01-19,hold,283.40054,287.7699890136719,HCA
2024-01-22,hold,284.55582,288.30999755859375,HCA
2024-01-23,hold,285.71924,284.9100036621094,HCA
2024-01-24,hold,286.42703,278.92999267578125,HCA
2024-01-25,hold,286.99298,286.0199890136719,HCA
2024-01-26,hold,287.10815,283.42999267578125,HCA
2024-01-29,hold,287.32574,286.7300109863281,HCA
