date,signal,prediction,actual,ticker
2024-01-02,hold,88.41961,86.20999908447266,NTAP
2024-01-03,hold,87.60543,86.30999755859375,NTAP
2024-01-04,hold,86.95533,86.05999755859374,NTAP
2024-01-05,hold,86.4434,85.06999969482422,NTAP
2024-01-08,hold,85.79655,85.9800033569336,NTAP
2024-01-09,hold,85.61978,86.06999969482422,NTAP
2024-01-10,hold,85.64683,86.66000366210938,NTAP
2024-01-11,hold,85.94835,86.94999694824219,NTAP
2024-01-12,hold,86.34644,86.66999816894533,NTAP
2024-01-16,hold,86.61005,85.95999908447267,NTAP
2024-01-17,hold,86.57552,85.43000030517578,NTAP
2024-01-18,hold,86.265564,86.45999908447266,NTAP
2024-01-19,hold,86.2567,87.80999755859375,NTAP
2024-01-22,hold,86.69299,88.62000274658203,NTAP
2024-01-23,hold,87.366554,88.16000366210938,NTAP
2024-01-24,hold,87.850334,88.69000244140625,NTAP
2024-01-25,hold,88.32704,89.23999786376955,NTAP
2024-01-26,hold,88.815735,88.05999755859375,NTAP
2024-01-29,hold,88.80218,88.48999786376953,NTAP
