date,signal,prediction,actual,ticker
2024-01-02,hold,126.14678,125.88999938964844,WAB
2024-01-03,hold,126.598976,124.68000030517578,WAB
2024-01-04,hold,126.87713,123.98999786376953,WAB
2024-01-05,hold,126.78699,125.48999786376953,WAB
2024-01-08,hold,126.67414,126.41000366210938,WAB
2024-01-09,hold,126.489655,126.25000000000001,WAB
2024-01-10,hold,126.37385,126.23999786376953,WAB
2024-01-11,hold,126.28731,126.98999786376953,WAB
2024-01-12,hold,126.235146,128.02000427246094,WAB
2024-01-16,hold,126.28393,128.16000366210938,WAB
2024-01-17,hold,126.44162,125.8199996948242,WAB
2024-01-18,hold,126.69316,126.73999786376955,WAB
2024-01-19,hold,126.924545,128.00999450683594,WAB
2024-01-22,hold,127.1813,128.5800018310547,WAB
2024-01-23,hold,127.37838,129.02999877929688,WAB
2024-01-24,hold,127.57367,129.5,WAB
2024-01-25,hold,127.840515,129.82000732421875,WAB
2024-01-26,hold,128.15898,129.97999572753906,WAB
2024-01-29,hold,128.46375,131.1999969482422,WAB
