date,signal,prediction,actual,ticker
2024-01-02,hold,48.640285,47.5099983215332,CPRT
2024-01-03,hold,48.523693,46.83000183105469,CPRT
2024-01-04,hold,48.279934,46.63999938964844,CPRT
2024-01-05,hold,47.98205,46.54999923706055,CPRT
2024-01-08,hold,47.681602,47.34000015258789,CPRT
2024-01-09,hold,47.480015,47.279998779296875,CPRT
2024-01-10,hold,47.329163,47.93000030517578,CPRT
2024-01-11,hold,47.29806,47.81999969482422,CPRT
2024-01-12,hold,47.317326,47.56999969482422,CPRT
2024-01-16,hold,47.335693,47.900001525878906,CPRT
2024-01-17,hold,47.396004,47.75,CPRT
2024-01-18,hold,47.47684,48.16999816894531,CPRT
2024-01-19,hold,47.600456,48.70000076293945,CPRT
2024-01-22,hold,47.780697,49.4900016784668,CPRT
2024-01-23,hold,48.051773,49.529998779296875,CPRT
2024-01-24,hold,48.322014,48.650001525878906,CPRT
2024-01-25,hold,48.478363,48.9900016784668,CPRT
2024-01-26,hold,48.602905,48.060001373291016,CPRT
2024-01-29,hold,48.598396,48.65999984741211,CPRT
