date,signal,prediction,actual,ticker
2024-01-02,hold,95.93008,96.58000183105469,LYB
2024-01-03,hold,95.99892,96.55000305175781,LYB
2024-01-04,hold,96.089966,96.08999633789062,LYB
2024-01-05,hold,96.10107,96.87000274658203,LYB
2024-01-08,hold,96.267784,96.66000366210938,LYB
2024-01-09,hold,96.38221,95.16999816894531,LYB
2024-01-10,hold,96.147575,94.33000183105469,LYB
2024-01-11,hold,95.72015,94.70999908447266,LYB
2024-01-12,hold,95.39835,94.43000030517578,LYB
2024-01-16,hold,95.07084,93.97000122070312,LYB
2024-01-17,hold,94.71011,92.69999694824219,LYB
2024-01-18,hold,94.161995,93.30999755859375,LYB
2024-01-19,hold,93.832306,93.38999938964844,LYB
2024-01-22,hold,93.61603,93.76000213623047,LYB
2024-01-23,hold,93.573166,94.58000183105469,LYB
2024-01-24,hold,93.769615,93.41999816894531,LYB
2024-01-25,hold,93.731544,95.38999938964844,LYB
2024-01-26,hold,94.10725,95.43000030517578,LYB
2024-01-29,hold,94.48001,95.2699966430664,LYB
