date,signal,prediction,actual,ticker
2024-01-02,hold,120.851364,121.38999938964845,ZBH
2024-01-03,hold,121.1154,120.47000122070312,ZBH
2024-01-04,hold,121.24141,120.19999694824219,ZBH
2024-01-05,hold,121.23235,119.9800033569336,ZBH
2024-01-08,hold,121.15829,121.97000122070312,ZBH
2024-01-09,hold,121.2668,121.87000274658205,ZBH
2024-01-10,hold,121.35923,123.23000335693361,ZBH
2024-01-11,hold,121.5785,122.37999725341797,ZBH
2024-01-12,hold,121.7729,123.06999969482423,ZBH
2024-01-16,hold,122.013535,122.63999938964844,ZBH
2024-01-17,hold,122.21226,122.2300033569336,ZBH
2024-01-18,hold,122.36318,123.83000183105469,ZBH
2024-01-19,hold,122.67224,123.36000061035156,ZBH
2024-01-22,hold,122.94022,122.58999633789064,ZBH
2024-01-23,hold,123.11128,121.0800018310547,ZBH
2024-01-24,hold,122.99811,120.5199966430664,ZBH
2024-01-25,hold,122.772385,121.95999908447266,ZBH
2024-01-26,hold,122.58887,121.69000244140626,ZBH
2024-01-29,hold,122.44277,122.91999816894531,ZBH
