date,signal,prediction,actual,ticker
2024-01-02,sell,109.769264,106.55000305175781,NKE
2024-01-03,sell,108.46331,104.04000091552734,NKE
2024-01-04,sell,107.08687,102.30000305175783,NKE
2024-01-05,sell,105.73425,102.08000183105469,NKE
2024-01-08,hold,104.62685,103.62000274658203,NKE
2024-01-09,hold,104.17077,102.73999786376953,NKE
2024-01-10,hold,103.57043,103.76999664306639,NKE
2024-01-11,hold,103.38695,105.9000015258789,NKE
2024-01-12,hold,103.80033,105.05999755859374,NKE
2024-01-16,hold,104.22282,101.72000122070314,NKE
2024-01-17,hold,103.98183,100.8199996948242,NKE
2024-01-18,hold,103.424965,100.94000244140625,NKE
2024-01-19,hold,102.803825,101.77999877929688,NKE
2024-01-22,hold,102.37062,100.55999755859375,NKE
2024-01-23,hold,101.80805,101.9000015258789,NKE
2024-01-24,hold,101.646034,100.76000213623047,NKE
2024-01-25,hold,101.37252,100.7699966430664,NKE
2024-01-26,hold,101.19705,102.75,NKE
2024-01-29,hold,101.525116,103.87999725341797,NKE
