date,signal,prediction,actual,ticker
2024-01-02,hold,75.678246,76.37000274658203,GEHC
2024-01-03,hold,75.82823,76.11000061035156,GEHC
2024-01-04,hold,75.90302,76.56999969482422,GEHC
2024-01-05,hold,75.91131,76.62000274658203,GEHC
2024-01-08,hold,75.91803,77.36000061035156,GEHC
2024-01-09,hold,75.863235,76.66000366210938,GEHC
2024-01-10,hold,75.80417,76.16999816894531,GEHC
2024-01-11,hold,75.705666,76.25,GEHC
2024-01-12,hold,75.62058,76.16999816894531,GEHC
2024-01-16,hold,75.53825,74.97000122070312,GEHC
2024-01-17,hold,75.42845,72.75,GEHC
2024-01-18,hold,75.250534,73.5199966430664,GEHC
2024-01-19,hold,75.0027,74.11000061035156,GEHC
2024-01-22,hold,74.72963,74.63999938964844,GEHC
2024-01-23,hold,74.4937,73.66999816894531,GEHC
2024-01-24,hold,74.24308,71.55000305175781,GEHC
2024-01-25,hold,73.96804,72.87000274658203,GEHC
2024-01-26,hold,73.690735,73.1500015258789,GEHC
2024-01-29,hold,73.44331,74.37999725341797,GEHC
