date,signal,prediction,actual,ticker
2024-01-02,hold,92.25071,91.80999755859375,LYV
2024-01-03,hold,92.17949,89.36000061035156,LYV
2024-01-04,hold,91.812706,89.04000091552734,LYV
2024-01-05,hold,91.27723,89.20999908447266,LYV
2024-01-08,hold,90.97531,90.22000122070312,LYV
2024-01-09,hold,90.71542,91.44999694824219,LYV
2024-01-10,hold,90.60486,89.5,LYV
2024-01-11,hold,90.28204,91.27999877929688,LYV
2024-01-12,hold,90.13883,90.66000366210938,LYV
2024-01-16,hold,89.921074,90.5999984741211,LYV
2024-01-17,hold,89.769554,90.30999755859375,LYV
2024-01-18,hold,89.71501,90.6500015258789,LYV
2024-01-19,hold,89.83334,91.18000030517578,LYV
2024-01-22,hold,90.01047,89.02999877929688,LYV
2024-01-23,hold,89.93948,90.0199966430664,LYV
2024-01-24,hold,89.88242,89.3499984741211,LYV
2024-01-25,hold,89.67961,89.77999877929688,LYV
2024-01-26,hold,89.63255,89.29000091552734,LYV
2024-01-29,hold,89.433876,89.11000061035156,LYV
