date,signal,prediction,actual,ticker
2024-01-02,hold,34.888287,34.779998779296875,FITB
2024-01-03,hold,34.9168,33.97999954223633,FITB
2024-01-04,hold,34.703495,34.41999816894531,FITB
2024-01-05,hold,34.642216,35.400001525878906,FITB
2024-01-08,hold,34.85812,35.63999938964844,FITB
2024-01-09,hold,35.15578,35.310001373291016,FITB
2024-01-10,hold,35.323353,35.36000061035156,FITB
2024-01-11,hold,35.470886,34.849998474121094,FITB
2024-01-12,hold,35.416042,34.36000061035156,FITB
2024-01-16,sell,35.177532,33.61000061035156,FITB
2024-01-17,hold,34.71574,33.790000915527344,FITB
2024-01-18,sell,34.37583,33.2400016784668,FITB
2024-01-19,hold,33.932793,34.209999084472656,FITB
2024-01-22,hold,33.896175,34.560001373291016,FITB
2024-01-23,hold,34.070045,34.099998474121094,FITB
2024-01-24,hold,34.1494,34.70000076293945,FITB
2024-01-25,hold,34.399445,34.900001525878906,FITB
2024-01-26,hold,34.681255,34.86000061035156,FITB
2024-01-29,hold,34.886135,35.529998779296875,FITB
