date,signal,prediction,actual,ticker
2024-01-02,hold,195.23477,196.57000732421875,ZTS
2024-01-03,hold,195.34991,192.92999267578125,ZTS
2024-01-04,hold,195.3948,194.0399932861328,ZTS
2024-01-05,hold,195.1164,194.85000610351562,ZTS
2024-01-08,hold,195.02635,196.14999389648438,ZTS
2024-01-09,hold,194.939,195.94000244140625,ZTS
2024-01-10,hold,194.91106,198.77000427246094,ZTS
2024-01-11,hold,194.9059,196.7100067138672,ZTS
2024-01-12,hold,195.00436,198.94000244140625,ZTS
2024-01-16,hold,195.10178,192.99000549316406,ZTS
2024-01-17,hold,195.29294,190.89999389648438,ZTS
2024-01-18,hold,195.22359,190.5,ZTS
2024-01-19,hold,195.08202,188.3800048828125,ZTS
2024-01-22,hold,194.611,191.1999969482422,ZTS
2024-01-23,hold,193.84555,188.10000610351562,ZTS
2024-01-24,hold,193.03702,186.07000732421875,ZTS
2024-01-25,hold,192.11113,187.32000732421875,ZTS
2024-01-26,hold,190.8491,191.52000427246094,ZTS
2024-01-29,hold,189.82652,192.75999450683594,ZTS
