date,signal,prediction,actual,ticker
2024-01-02,hold,31.4283,32.65999984741211,VICI
2024-01-03,hold,31.548525,32.439998626708984,VICI
2024-01-04,hold,31.682333,31.920000076293945,VICI
2024-01-05,hold,31.749084,31.68000030517578,VICI
2024-01-08,hold,31.80808,32.09000015258789,VICI
2024-01-09,hold,31.847633,31.649999618530273,VICI
2024-01-10,hold,31.858727,31.510000228881836,VICI
2024-01-11,hold,31.822237,31.15999984741211,VICI
2024-01-12,hold,31.739647,31.100000381469727,VICI
2024-01-16,hold,31.61742,31.100000381469727,VICI
2024-01-17,hold,31.505592,30.579999923706055,VICI
2024-01-18,hold,31.323175,30.260000228881836,VICI
2024-01-19,hold,31.124798,30.559999465942383,VICI
2024-01-22,hold,30.96549,30.729999542236328,VICI
2024-01-23,hold,30.84376,30.84000015258789,VICI
2024-01-24,hold,30.730711,30.34000015258789,VICI
2024-01-25,hold,30.632183,30.520000457763672,VICI
2024-01-26,hold,30.550577,30.399999618530273,VICI
2024-01-29,hold,30.4889,30.43000030517578,VICI
