date,signal,prediction,actual,ticker
2024-01-02,hold,81.75177,81.44999694824219,ON
2024-01-03,hold,81.41681,79.30999755859375,ON
2024-01-04,sell,80.87715,76.19999694824219,ON
2024-01-05,sell,79.91894,75.69999694824219,ON
2024-01-08,hold,78.99646,77.94000244140625,ON
2024-01-09,hold,78.236595,77.02999877929688,ON
2024-01-10,sell,77.456985,75.61000061035156,ON
2024-01-11,sell,76.58138,74.43000030517578,ON
2024-01-12,sell,75.68944,73.47000122070312,ON
2024-01-16,hold,74.778946,73.80000305175781,ON
2024-01-17,sell,74.03747,72.2699966430664,ON
2024-01-18,hold,73.28579,73.22000122070312,ON
2024-01-19,hold,72.775925,73.87000274658203,ON
2024-01-22,hold,72.51003,75.19000244140625,ON
2024-01-23,hold,72.46495,76.75,ON
2024-01-24,hold,72.58082,75.1500015258789,ON
2024-01-25,hold,72.63291,72.69000244140625,ON
2024-01-26,hold,72.48253,71.70999908447266,ON
2024-01-29,hold,72.22268,73.0199966430664,ON
