,Date,Date,Adj Close,Close,High,Low,Open,Volume
0,0,2018-03-23,20.1026668548584,20.1026668548584,20.75,20.030000686645508,20.75,99823500
1,1,2018-03-26,20.278667449951172,20.278667449951172,20.506000518798828,19.423999786376953,20.48933219909668,125628000
2,2,2018-03-27,18.61199951171875,18.61199951171875,20.284666061401367,18.478666305541992,20.266666412353516,208080000
3,3,2018-03-28,17.185333251953125,17.185333251953125,17.91200065612793,16.80666732788086,17.6386661529541,315021000
4,4,2018-03-29,17.742000579833984,17.742000579833984,18.06399917602539,16.547332763671875,17.099332809448242,227560500
5,5,2018-04-02,16.832000732421875,16.832000732421875,17.35533332824707,16.305999755859375,17.083999633789062,241710000
6,6,2018-04-03,17.8353328704834,17.8353328704834,18.22333335876465,16.965999603271484,17.988000869750977,282666000
7,7,2018-04-04,19.12933349609375,19.12933349609375,19.224666595458984,16.799999237060547,16.851999282836914,298450500
8,8,2018-04-05,20.381332397460938,20.381332397460938,20.417333602905273,19.213333129882812,19.28933334350586,286816500
9,9,2018-04-06,19.953332901000977,19.953332901000977,20.618667602539062,19.700000762939453,20.066667556762695,202804500
10,10,2018-04-09,19.310667037963867,19.310667037963867,20.633333206176758,19.28066635131836,20.024667739868164,153747000
11,11,2018-04-10,20.31333351135254,20.31333351135254,20.47333335876465,19.57866668701172,19.931333541870117,164847000
12,12,2018-04-11,20.062000274658203,20.062000274658203,20.59866714477539,19.977333068847656,20.049333572387695,112243500
13,13,2018-04-12,19.60533332824707,19.60533332824707,20.26333236694336,19.57866668701172,20.154666900634766,114132000
14,14,2018-04-13,20.022666931152344,20.022666931152344,20.26333236694336,19.73200035095215,20.239999771118164,109908000
15,15,2018-04-16,19.413999557495117,19.413999557495117,19.977333068847656,19.267332077026367,19.933332443237305,95077500
16,16,2018-04-17,19.179332733154297,19.179332733154297,19.47800064086914,18.833999633789062,19.257999420166016,105000000
17,17,2018-04-18,19.55666732788086,19.55666732788086,20.016000747680664,19.21066665649414,19.405332565307617,98365500
18,18,2018-04-19,20.005332946777344,20.005332946777344,20.067333221435547,19.23666763305664,19.405332565307617,91359000
19,19,2018-04-20,19.349332809448242,19.349332809448242,19.998666763305664,19.316667556762695,19.67799949645996,84418500
20,20,2018-04-23,18.891332626342773,18.891332626342773,19.441333770751953,18.82200050354004,19.41933250427246,73401000
21,21,2018-04-24,18.8973331451416,18.8973331451416,19.139333724975586,18.56399917602539,19.0,85279500
22,22,2018-04-25,18.71266746520996,18.71266746520996,19.01066780090332,18.483333587646484,18.899999618530273,60204000
23,23,2018-04-26,19.031999588012695,19.031999588012695,19.05266761779785,18.433332443237305,18.583332061767578,65340000
24,24,2018-04-27,19.60533332824707,19.60533332824707,19.631332397460938,18.922000885009766,19.024667739868164,65469000
25,25,2018-04-30,19.593332290649414,19.593332290649414,19.915332794189453,19.5,19.573999404907227,63423000
26,26,2018-05-01,19.994667053222656,19.994667053222656,20.05466651916504,19.54800033569336,19.567333221435547,69384000
27,27,2018-05-02,20.07666778564453,20.07666778564453,20.456666946411133,19.851999282836914,19.904666900634766,134556000
28,28,2018-05-03,18.963333129882812,18.963333129882812,19.202667236328125,18.34866714477539,18.586000442504883,260281500
29,29,2018-05-04,19.606000900268555,19.606000900268555,19.790666580200195,18.634666442871094,18.866666793823242,128541000
30,30,2018-05-07,20.184667587280273,20.184667587280273,20.3973331451416,19.67799949645996,19.833332061767578,130173000
31,31,2018-05-08,20.131332397460938,20.131332397460938,20.516666412353516,19.933332443237305,20.053333282470703,88950000
32,32,2018-05-09,20.456666946411133,20.456666946411133,20.46733283996582,20.003332138061523,20.027332305908203,85911000
33,33,2018-05-10,20.334667205810547,20.334667205810547,20.865999221801758,20.27400016784668,20.5,84774000
34,34,2018-05-11,20.070667266845703,20.070667266845703,20.591999053955078,19.93866729736328,20.51333236694336,70194000
35,35,2018-05-14,19.46466636657715,19.46466636657715,20.32933235168457,19.441333770751953,20.221332550048828,109302000
36,36,2018-05-15,18.94533348083496,18.94533348083496,19.130666732788086,18.700000762939453,19.000667572021484,142788000
37,37,2018-05-16,19.09866714477539,19.09866714477539,19.253999710083008,18.770666122436523,18.922000885009766,85110000
38,38,2018-05-17,18.96933364868164,18.96933364868164,19.279333114624023,18.931333541870117,19.059999465942383,66309000
39,39,2018-05-18,18.454666137695312,18.454666137695312,18.976667404174805,18.266666412353516,18.976667404174805,108778500
40,40,2018-05-21,18.965999603271484,18.965999603271484,19.432666778564453,18.753332138061523,18.755332946777344,137739000
41,41,2018-05-22,18.333999633789062,18.333999633789062,19.200000762939453,18.22800064086914,19.18400001525879,134187000
42,42,2018-05-23,18.60466766357422,18.60466766357422,18.660667419433594,18.266666412353516,18.517332077026367,89776500
43,43,2018-05-24,18.523332595825195,18.523332595825195,18.74066734313965,18.326000213623047,18.559999465942383,62650500
44,44,2018-05-25,18.59000015258789,18.59000015258789,18.642667770385742,18.374000549316406,18.5086669921875,58126500
45,45,2018-05-29,18.917333602905273,18.917333602905273,19.100000381469727,18.40999984741211,18.567333221435547,84999000
46,46,2018-05-30,19.447999954223633,19.447999954223633,19.667333602905273,18.773332595825195,18.88599967956543,112345500
47,47,2018-05-31,18.98200035095215,18.98200035095215,19.357999801635742,18.86199951171875,19.1473331451416,88795500
48,48,2018-06-01,19.454666137695312,19.454666137695312,19.463333129882812,18.922666549682617,19.05733299255371,81366000
49,49,2018-06-04,19.78266716003418,19.78266716003418,19.933332443237305,19.56999969482422,19.62266731262207,71967000
50,50,2018-06-05,19.408666610717773,19.408666610717773,19.85333251953125,19.115999221801758,19.84666633605957,89928000
51,51,2018-06-06,21.299999237060547,21.299999237060547,21.47800064086914,19.832000732421875,20.03333282470703,281509500
52,52,2018-06-07,21.07266616821289,21.07266616821289,22.0,20.905332565307617,21.07666778564453,215179500
53,53,2018-06-08,21.17733383178711,21.17733383178711,21.631999969482422,21.143333435058594,21.266666412353516,123078000
54,54,2018-06-11,22.139999389648438,22.139999389648438,22.310667037963867,21.5,21.500667572021484,197752500
55,55,2018-06-12,22.851333618164062,22.851333618164062,23.6646671295166,22.53333282470703,22.979999542236328,335211000
56,56,2018-06-13,22.985332489013672,22.985332489013672,23.14666748046875,22.65333366394043,23.11400032043457,142047000
57,57,2018-06-14,23.847999572753906,23.847999572753906,23.916667938232422,23.106666564941406,23.17533302307129,164715000
58,58,2018-06-15,23.878000259399414,23.878000259399414,24.31133270263672,23.416667938232422,23.589332580566406,162724500
59,59,2018-06-18,24.722000122070312,24.722000122070312,24.915332794189453,23.633333206176758,23.69333267211914,181098000
60,60,2018-06-19,23.503332138061523,23.503332138061523,24.666667938232422,23.083332061767578,24.3439998626709,191428500
61,61,2018-06-20,24.148000717163086,24.148000717163086,24.29199981689453,23.46666717529297,23.869333267211914,125755500
62,62,2018-06-21,23.167333602905273,23.167333602905273,24.413999557495117,23.084667205810547,24.133333206176758,119506500
63,63,2018-06-22,22.242000579833984,22.242000579833984,23.483333587646484,22.133333206176758,23.43600082397461,153991500
64,64,2018-06-25,22.200666427612305,22.200666427612305,22.564666748046875,21.833332061767578,22.007999420166016,103969500
65,65,2018-06-26,22.799999237060547,22.799999237060547,22.90333366394043,21.719999313354492,22.40333366394043,111787500
66,66,2018-06-27,22.96666717529297,22.96666717529297,23.38599967956543,22.633333206176758,23.0,125005500
67,67,2018-06-28,23.32866668701172,23.32866668701172,23.801332473754883,23.073999404907227,23.243999481201172,125970000
68,68,2018-06-29,22.863332748413086,22.863332748413086,23.590667724609375,22.827333450317383,23.55533218383789,97386000
69,69,2018-07-02,22.33799934387207,22.33799934387207,24.318666458129883,21.989999771118164,24.004667282104492,281397000
70,70,2018-07-03,20.724000930786133,20.724000930786133,22.166000366210938,20.645999908447266,22.116666793823242,184239000
71,71,2018-07-05,20.610666275024414,20.610666275024414,20.959333419799805,19.74799919128418,20.917333602905273,262146000
72,72,2018-07-06,20.593332290649414,20.593332290649414,20.80466651916504,20.133333206176758,20.329999923706055,132982500
73,73,2018-07-09,21.233999252319336,21.233999252319336,21.23466682434082,20.53333282470703,20.799333572387695,113952000
74,74,2018-07-10,21.49799919128418,21.49799919128418,21.845333099365234,21.280000686645508,21.637332916259766,142072500
75,75,2018-07-11,21.263999938964844,21.263999938964844,21.46266746520996,21.004667282104492,21.053333282470703,73261500
76,76,2018-07-12,21.11400032043457,21.11400032043457,21.548667907714844,20.851333618164062,21.428667068481445,85818000
77,77,2018-07-13,21.257999420166016,21.257999420166016,21.30533218383789,20.616666793823242,21.038667678833008,88047000
78,78,2018-07-16,20.67333221435547,20.67333221435547,21.01066780090332,20.416667938232422,20.78066635131836,117280500
79,79,2018-07-17,21.512666702270508,21.512666702270508,21.64933204650879,20.566667556762695,20.58733367919922,104943000
80,80,2018-07-18,21.59000015258789,21.59000015258789,21.700000762939453,21.083332061767578,21.666667938232422,84363000
81,81,2018-07-19,21.34866714477539,21.34866714477539,21.569332122802734,20.93400001525879,21.088666915893555,88729500
82,82,2018-07-20,20.905332565307617,20.905332565307617,21.549333572387695,20.78066635131836,21.415332794189453,77433000
83,83,2018-07-23,20.213333129882812,20.213333129882812,20.366666793823242,19.52400016784668,20.12266731262207,164893500
84,84,2018-07-24,19.82866668701172,19.82866668701172,20.514667510986328,19.503332138061523,20.294666290283203,143862000
85,85,2018-07-25,20.582666397094727,20.582666397094727,20.641332626342773,19.633333206176758,19.78266716003418,106131000
86,86,2018-07-26,20.44333267211914,20.44333267211914,20.713333129882812,20.242666244506836,20.323333740234375,69457500
87,87,2018-07-27,19.812000274658203,19.812000274658203,20.512666702270508,19.689332962036133,20.483333587646484,85549500
88,88,2018-07-30,19.344667434692383,19.344667434692383,19.739999771118164,19.075332641601562,19.726667404174805,102211500
89,89,2018-07-31,19.875999450683594,19.875999450683594,19.88800048828125,19.271333694458008,19.483333587646484,76153500
90,90,2018-08-01,20.055999755859375,20.055999755859375,20.200000762939453,19.53333282470703,19.865999221801758,151941000
91,91,2018-08-02,23.30266761779785,23.30266761779785,23.332666397094727,21.54400062561035,21.895999908447266,348225000
92,92,2018-08-03,23.211332321166992,23.211332321166992,23.666667938232422,22.8353328704834,23.187332153320312,204847500
93,93,2018-08-06,22.799333572387695,22.799333572387695,23.665332794189453,22.788000106811523,23.03066635131836,128464500
94,94,2018-08-07,25.30466651916504,25.30466651916504,25.83066749572754,22.610000610351562,22.922666549682617,463137000
95,95,2018-08-08,24.689332962036133,24.689332962036133,25.50933265686035,24.474666595458984,24.606000900268555,368568000
96,96,2018-08-09,23.496667861938477,23.496667861938477,24.46733283996582,23.048667907714844,24.3700008392334,257757000
