Price,Adj Close,Close,High,Low,Open,Volume
Ticker,WST,WST,WST,WST,WST,WST
Date,,,,,,
2010-01-04 00:00:00+00:00,17.600095748901367,19.735000610351562,19.860000610351562,19.655000686645508,19.780000686645508,232800
2010-01-05 00:00:00+00:00,17.37713623046875,19.485000610351562,19.760000228881836,19.3799991607666,19.760000228881836,245800
2010-01-06 00:00:00+00:00,17.207700729370117,19.295000076293945,19.520000457763672,19.209999084472656,19.434999465942383,272800
2010-01-07 00:00:00+00:00,17.261205673217773,19.354999542236328,19.385000228881836,19.075000762939453,19.290000915527344,130600
2010-01-08 00:00:00+00:00,17.25674057006836,19.350000381469727,19.440000534057617,19.229999542236328,19.229999542236328,146200
2010-01-11 00:00:00+00:00,17.18094825744629,19.264999389648438,19.454999923706055,19.145000457763672,19.454999923706055,282600
2010-01-12 00:00:00+00:00,17.118511199951172,19.19499969482422,19.28499984741211,19.114999771118164,19.18000030517578,203400
2010-01-13 00:00:00+00:00,17.158645629882812,19.239999771118164,19.34000015258789,19.024999618530273,19.209999084472656,341000
2010-01-14 00:00:00+00:00,17.176475524902344,19.260000228881836,19.315000534057617,19.094999313354492,19.170000076293945,280000
2010-01-15 00:00:00+00:00,17.091400146484375,19.084999084472656,19.25,18.78499984741211,19.170000076293945,295800
2010-01-19 00:00:00+00:00,17.38245391845703,19.40999984741211,19.479999542236328,19.135000228881836,19.18000030517578,217800
2010-01-20 00:00:00+00:00,17.22125244140625,19.229999542236328,19.420000076293945,19.020000457763672,19.309999465942383,225800
2010-01-21 00:00:00+00:00,16.89438247680664,18.864999771118164,19.274999618530273,18.799999237060547,19.274999618530273,223000
2010-01-22 00:00:00+00:00,16.639150619506836,18.579999923706055,18.94499969482422,18.55500030517578,18.850000381469727,129200
2010-01-25 00:00:00+00:00,16.433177947998047,18.350000381469727,18.655000686645508,18.280000686645508,18.655000686645508,174400
2010-01-26 00:00:00+00:00,16.267507553100586,18.165000915527344,18.375,18.155000686645508,18.299999237060547,198400
2010-01-27 00:00:00+00:00,16.348102569580078,18.2549991607666,18.295000076293945,18.0,18.030000686645508,317800
2010-01-28 00:00:00+00:00,16.097347259521484,17.975000381469727,18.28499984741211,17.8700008392334,18.28499984741211,282400
2010-01-29 00:00:00+00:00,16.267507553100586,18.165000915527344,18.225000381469727,18.0,18.010000228881836,220800
2010-02-01 00:00:00+00:00,16.21824836730957,18.110000610351562,18.19499969482422,17.920000076293945,18.19499969482422,164000
2010-02-02 00:00:00+00:00,16.428707122802734,18.344999313354492,18.405000686645508,18.0,18.09000015258789,215400
2010-02-03 00:00:00+00:00,16.30780029296875,18.209999084472656,18.31999969482422,18.045000076293945,18.260000228881836,198400
2010-02-04 00:00:00+00:00,15.891377449035645,17.7450008392334,18.125,17.719999313354492,18.125,221200
2010-02-05 00:00:00+00:00,16.074962615966797,17.950000762939453,17.96500015258789,17.53499984741211,17.770000457763672,362600
2010-02-08 00:00:00+00:00,15.900336265563965,17.7549991607666,17.924999237060547,17.725000381469727,17.924999237060547,345800
2010-02-09 00:00:00+00:00,16.177955627441406,18.065000534057617,18.1200008392334,17.719999313354492,17.969999313354492,370600
2010-02-10 00:00:00+00:00,16.02122688293457,17.889999389648438,17.975000381469727,17.665000915527344,17.96500015258789,166200
2010-02-11 00:00:00+00:00,16.258556365966797,18.155000686645508,18.174999237060547,17.610000610351562,17.790000915527344,221200
2010-02-12 00:00:00+00:00,16.339153289794922,18.2450008392334,18.2450008392334,17.959999084472656,18.0049991607666,260600
2010-02-16 00:00:00+00:00,16.473480224609375,18.395000457763672,18.395000457763672,18.024999618530273,18.34000015258789,117800
2010-02-17 00:00:00+00:00,16.5540828704834,18.485000610351562,18.489999771118164,18.34000015258789,18.405000686645508,166400
2010-02-18 00:00:00+00:00,17.4675350189209,19.5049991607666,19.59000015258789,18.4950008392334,18.5,534800
2010-02-19 00:00:00+00:00,17.11379051208496,19.110000610351562,19.5,19.010000228881836,19.5,363400
2010-02-22 00:00:00+00:00,17.028715133666992,19.014999389648438,19.280000686645508,18.985000610351562,19.225000381469727,264200
2010-02-23 00:00:00+00:00,17.23468780517578,19.2450008392334,19.309999465942383,19.040000915527344,19.079999923706055,496800
2010-02-24 00:00:00+00:00,17.30632972717285,19.325000762939453,19.459999084472656,19.170000076293945,19.2450008392334,199800
2010-02-25 00:00:00+00:00,17.525741577148438,19.56999969482422,19.575000762939453,19.1299991607666,19.135000228881836,304800
2010-02-26 00:00:00+00:00,17.440662384033203,19.475000381469727,19.75,19.450000762939453,19.639999389648438,383600
2010-03-01 00:00:00+00:00,17.9735164642334,20.06999969482422,20.1299991607666,19.540000915527344,19.594999313354492,596000
2010-03-02 00:00:00+00:00,18.152618408203125,20.270000457763672,20.354999542236328,19.96500015258789,20.040000915527344,482600
2010-03-03 00:00:00+00:00,18.12127113342285,20.235000610351562,20.405000686645508,20.225000381469727,20.364999771118164,204000
2010-03-04 00:00:00+00:00,18.130229949951172,20.2450008392334,20.25,20.040000915527344,20.219999313354492,128400
2010-03-05 00:00:00+00:00,18.300382614135742,20.434999465942383,20.459999084472656,20.19499969482422,20.31999969482422,194400
2010-03-08 00:00:00+00:00,18.16605567932129,20.28499984741211,20.485000610351562,20.2549991607666,20.3700008392334,109200
2010-03-09 00:00:00+00:00,18.237693786621094,20.364999771118164,20.399999618530273,20.145000457763672,20.18000030517578,139400
2010-03-10 00:00:00+00:00,18.33620262145996,20.475000381469727,20.479999542236328,20.239999771118164,20.30500030517578,226200
2010-03-11 00:00:00+00:00,18.201875686645508,20.325000762939453,20.475000381469727,20.295000076293945,20.329999923706055,181800
2010-03-12 00:00:00+00:00,18.219783782958984,20.344999313354492,20.450000762939453,20.139999389648438,20.440000534057617,188200
2010-03-15 00:00:00+00:00,18.470544815063477,20.625,20.625,20.3700008392334,20.375,240200
2010-03-16 00:00:00+00:00,18.69442367553711,20.875,20.895000457763672,20.524999618530273,20.635000228881836,305600
2010-03-17 00:00:00+00:00,18.79292869567871,20.985000610351562,21.1200008392334,20.770000457763672,20.899999618530273,249800
2010-03-18 00:00:00+00:00,18.748153686523438,20.934999465942383,21.100000381469727,20.895000457763672,20.920000076293945,129200
2010-03-19 00:00:00+00:00,18.79741096496582,20.989999771118164,21.149999618530273,20.760000228881836,20.989999771118164,439800
2010-03-22 00:00:00+00:00,19.110851287841797,21.34000015258789,21.350000381469727,20.844999313354492,20.844999313354492,200200
2010-03-23 00:00:00+00:00,19.370555877685547,21.6299991607666,21.645000457763672,21.21500015258789,21.40999984741211,221200
2010-03-24 00:00:00+00:00,18.73024559020996,20.915000915527344,21.604999542236328,20.915000915527344,21.600000381469727,268600
2010-03-25 00:00:00+00:00,18.5780029296875,20.7450008392334,21.114999771118164,20.725000381469727,21.114999771118164,210600
2010-03-26 00:00:00+00:00,18.60038948059082,20.770000457763672,20.8799991607666,20.59000015258789,20.84000015258789,186200
2010-03-29 00:00:00+00:00,18.721294403076172,20.905000686645508,20.954999923706055,20.760000228881836,20.760000228881836,101000
2010-03-30 00:00:00+00:00,18.833232879638672,21.030000686645508,21.045000076293945,20.780000686645508,20.979999542236328,181000
2010-03-31 00:00:00+00:00,18.783973693847656,20.975000381469727,21.204999923706055,20.895000457763672,20.905000686645508,302200
2010-04-01 00:00:00+00:00,18.895917892456055,21.100000381469727,21.165000915527344,20.8799991607666,21.104999542236328,298600
2010-04-05 00:00:00+00:00,18.95412826538086,21.165000915527344,21.235000610351562,21.020000457763672,21.104999542236328,216200
2010-04-06 00:00:00+00:00,19.03472900390625,21.2549991607666,21.344999313354492,20.9950008392334,21.040000915527344,163200
2010-04-07 00:00:00+00:00,19.11532974243164,21.344999313354492,21.424999237060547,21.165000915527344,21.329999923706055,199000
2010-04-08 00:00:00+00:00,19.052640914916992,21.274999618530273,21.469999313354492,21.075000762939453,21.364999771118164,301000
2010-04-09 00:00:00+00:00,19.079509735107422,21.30500030517578,21.34000015258789,21.040000915527344,21.280000686645508,253000
2010-04-12 00:00:00+00:00,19.169052124023438,21.405000686645508,21.475000381469727,21.184999465942383,21.295000076293945,193800
2010-04-13 00:00:00+00:00,19.083984375,21.309999465942383,21.399999618530273,21.225000381469727,21.350000381469727,409600
2010-04-14 00:00:00+00:00,19.549663543701172,21.829999923706055,21.8700008392334,21.25,21.350000381469727,359800
2010-04-15 00:00:00+00:00,19.728771209716797,22.030000686645508,22.030000686645508,21.719999313354492,21.75,250000
